xflr5 v6.57

Wing (Simple Winglets)
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,   0.000000
Beta  = ,   0.000�
Phi   = ,   0.000�
Ctrl  = ,   0.000
CL    = ,   0.367020
Cy    = ,   0.000000
Cd=,   0.004434,ICd=,    0.004434,PCd=,    0.000000
Cl   = ,1.84067e-14
Cm   =,  -0.0364385
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    1.545255, YCP=,   -0.000000, ZCP=,    0.638124 
XNP=,    0.000000
Bending =, 2586.351572

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
 352,   1.766e+00,  -1.088e+01,   1.667e+00,       0.001,      -0.722,      -0.692,   2.768e-03,     -0.1174
 353,   1.720e+00,  -1.088e+01,   1.667e+00,      -0.022,      -0.734,      -0.679,   2.563e-03,     -0.1073
 354,   1.678e+00,  -1.088e+01,   1.668e+00,      -0.046,      -0.746,      -0.665,   2.294e-03,     -0.0955
 355,   1.641e+00,  -1.088e+01,   1.670e+00,      -0.074,      -0.760,      -0.646,   1.971e-03,     -0.0804
 356,   1.611e+00,  -1.088e+01,   1.672e+00,      -0.112,      -0.778,      -0.618,   1.602e-03,     -0.0645
 357,   1.587e+00,  -1.088e+01,   1.675e+00,      -0.183,      -0.808,      -0.561,   1.207e-03,     -0.0485
 358,   1.571e+00,  -1.087e+01,   1.679e+00,      -0.360,      -0.852,      -0.381,   8.404e-04,      0.0797
 359,   1.563e+00,  -1.087e+01,   1.684e+00,      -0.647,      -0.758,       0.080,   5.860e-04,      0.4252
 360,   1.563e+00,  -1.087e+01,   1.690e+00,      -0.709,      -0.269,       0.652,   6.401e-04,      0.3421
 361,   1.571e+00,  -1.086e+01,   1.696e+00,      -0.544,       0.117,       0.831,   9.268e-04,     -0.0916
 362,   1.587e+00,  -1.085e+01,   1.704e+00,      -0.411,       0.308,       0.858,   1.277e-03,     -0.3048
 363,   1.611e+00,  -1.085e+01,   1.711e+00,      -0.322,       0.412,       0.852,   1.627e-03,     -0.4257
 364,   1.641e+00,  -1.084e+01,   1.718e+00,      -0.249,       0.484,       0.839,   1.947e-03,     -0.5166
 365,   1.678e+00,  -1.084e+01,   1.725e+00,      -0.190,       0.536,       0.822,   2.230e-03,     -0.5804
 366,   1.720e+00,  -1.083e+01,   1.730e+00,      -0.133,       0.581,       0.803,   2.464e-03,     -0.6296
 367,   1.766e+00,  -1.083e+01,   1.734e+00,      -0.080,       0.617,       0.783,   2.650e-03,     -0.6645
 368,   1.815e+00,  -1.083e+01,   1.736e+00,      -0.016,       0.655,       0.755,   2.783e-03,     -0.6756
 369,   1.866e+00,  -1.083e+01,   1.735e+00,       0.050,       0.687,       0.725,   2.869e-03,     -0.6251
 370,   1.918e+00,  -1.083e+01,   1.732e+00,       0.101,       0.708,       0.699,   2.897e-03,     -0.5335
 371,   1.969e+00,  -1.084e+01,   1.727e+00,       0.141,       0.720,       0.679,   2.858e-03,     -0.4340
 372,   2.019e+00,  -1.084e+01,   1.721e+00,       0.173,       0.728,       0.663,   2.747e-03,     -0.3385
 373,   2.065e+00,  -1.085e+01,   1.714e+00,       0.203,       0.734,       0.648,   2.567e-03,     -0.2434
 374,   2.107e+00,  -1.085e+01,   1.706e+00,       0.236,       0.738,       0.632,   2.323e-03,     -0.1222
 375,   2.143e+00,  -1.086e+01,   1.699e+00,       0.244,       0.738,       0.629,   1.997e-03,      0.0006
 376,   2.174e+00,  -1.086e+01,   1.693e+00,       0.228,       0.737,       0.636,   1.603e-03,      0.0934
 377,   2.197e+00,  -1.087e+01,   1.688e+00,       0.199,       0.735,       0.648,   1.166e-03,      0.1586
 378,   2.213e+00,  -1.087e+01,   1.686e+00,       0.161,       0.732,       0.662,   7.055e-04,      0.2011
 379,   2.221e+00,  -1.087e+01,   1.685e+00,       0.128,       0.729,       0.673,   2.356e-04,      0.2209
Strip 10
 380,   2.204e+00,  -1.083e+01,   1.643e+00,      -0.081,      -0.723,      -0.686,   2.666e-04,      0.2196
 381,   2.195e+00,  -1.083e+01,   1.643e+00,      -0.062,      -0.720,      -0.691,   7.912e-04,      0.2214
 382,   2.178e+00,  -1.083e+01,   1.644e+00,      -0.041,      -0.716,      -0.697,   1.294e-03,      0.2215
 383,   2.153e+00,  -1.083e+01,   1.645e+00,      -0.022,      -0.712,      -0.702,   1.763e-03,      0.2135
 384,   2.121e+00,  -1.083e+01,   1.645e+00,       0.000,      -0.707,      -0.708,   2.188e-03,      0.2032
 385,   2.083e+00,  -1.083e+01,   1.644e+00,       0.031,      -0.698,      -0.716,   2.558e-03,      0.1909
 386,   2.038e+00,  -1.083e+01,   1.642e+00,       0.076,      -0.682,      -0.727,   2.871e-03,      0.1615
 387,   1.990e+00,  -1.083e+01,   1.639e+00,       0.097,      -0.674,      -0.732,   3.117e-03,      0.1069
 388,   1.938e+00,  -1.083e+01,   1.635e+00,       0.102,      -0.672,      -0.733,   3.287e-03,      0.0445
 389,   1.884e+00,  -1.084e+01,   1.630e+00,       0.094,      -0.676,      -0.731,   3.376e-03,     -0.0194
 390,   1.829e+00,  -1.084e+01,   1.627e+00,       0.073,      -0.686,      -0.724,   3.381e-03,     -0.0786
 391,   1.775e+00,  -1.084e+01,   1.624e+00,       0.034,      -0.706,      -0.708,   3.307e-03,     -0.1130
 392,   1.723e+00,  -1.084e+01,   1.623e+00,       0.001,      -0.722,      -0.692,   3.154e-03,     -0.1149
 393,   1.674e+00,  -1.084e+01,   1.624e+00,      -0.022,      -0.734,      -0.679,   2.921e-03,     -0.1053
 394,   1.630e+00,  -1.084e+01,   1.625e+00,      -0.046,      -0.746,      -0.665,   2.616e-03,     -0.0945
 395,   1.591e+00,  -1.084e+01,   1.627e+00,      -0.074,      -0.760,      -0.646,   2.248e-03,     -0.0807
 396,   1.559e+00,  -1.084e+01,   1.629e+00,      -0.112,      -0.778,      -0.619,   1.829e-03,     -0.0666
 397,   1.535e+00,  -1.083e+01,   1.632e+00,      -0.182,      -0.807,      -0.561,   1.380e-03,     -0.0533
 398,   1.518e+00,  -1.083e+01,   1.636e+00,      -0.358,      -0.851,      -0.383,   9.636e-04,      0.0709
 399,   1.509e+00,  -1.083e+01,   1.642e+00,      -0.643,      -0.763,       0.070,   6.719e-04,      0.4171
 400,   1.509e+00,  -1.082e+01,   1.648e+00,      -0.711,      -0.281,       0.644,   7.263e-04,      0.3557
 401,   1.518e+00,  -1.082e+01,   1.655e+00,      -0.548,       0.110,       0.829,   1.048e-03,     -0.0787
 402,   1.535e+00,  -1.081e+01,   1.663e+00,      -0.414,       0.304,       0.858,   1.444e-03,     -0.2982
 403,   1.559e+00,  -1.081e+01,   1.671e+00,      -0.324,       0.410,       0.853,   1.843e-03,     -0.4233
 404,   1.591e+00,  -1.080e+01,   1.679e+00,      -0.251,       0.483,       0.839,   2.208e-03,     -0.5174
 405,   1.630e+00,  -1.080e+01,   1.686e+00,      -0.191,       0.536,       0.823,   2.531e-03,     -0.5837
 406,   1.674e+00,  -1.079e+01,   1.692e+00,      -0.133,       0.581,       0.803,   2.801e-03,     -0.6352
 407,   1.723e+00,  -1.079e+01,   1.696e+00,      -0.080,       0.617,       0.783,   3.014e-03,     -0.6727
 408,   1.775e+00,  -1.079e+01,   1.698e+00,      -0.016,       0.655,       0.755,   3.170e-03,     -0.6858
 409,   1.829e+00,  -1.079e+01,   1.697e+00,       0.050,       0.687,       0.725,   3.271e-03,     -0.6367
 410,   1.884e+00,  -1.079e+01,   1.694e+00,       0.101,       0.708,       0.699,   3.305e-03,     -0.5459
 411,   1.938e+00,  -1.079e+01,   1.689e+00,       0.141,       0.720,       0.679,   3.261e-03,     -0.4464
 412,   1.990e+00,  -1.080e+01,   1.682e+00,       0.173,       0.728,       0.663,   3.135e-03,     -0.3498
 413,   2.038e+00,  -1.080e+01,   1.674e+00,       0.203,       0.734,       0.648,   2.930e-03,     -0.2531
 414,   2.083e+00,  -1.081e+01,   1.666e+00,       0.236,       0.738,       0.633,   2.652e-03,     -0.1301
 415,   2.121e+00,  -1.082e+01,   1.658e+00,       0.243,       0.738,       0.629,   2.279e-03,     -0.0056
 416,   2.153e+00,  -1.082e+01,   1.651e+00,       0.227,       0.737,       0.637,   1.829e-03,      0.0888
 417,   2.178e+00,  -1.082e+01,   1.647e+00,       0.199,       0.735,       0.648,   1.330e-03,      0.1555
 418,   2.195e+00,  -1.083e+01,   1.644e+00,       0.161,       0.732,       0.662,   8.046e-04,      0.1996
 419,   2.204e+00,  -1.083e+01,   1.643e+00,       0.128,       0.729,       0.673,   2.687e-04,      0.2204
Strip 11
 420,   2.185e+00,  -1.078e+01,   1.598e+00,      -0.081,      -0.723,      -0.686,   2.994e-04,      0.2199
 421,   2.176e+00,  -1.078e+01,   1.598e+00,      -0.062,      -0.720,      -0.691,   8.884e-04,      0.2223
 422,   2.158e+00,  -1.078e+01,   1.599e+00,      -0.041,      -0.716,      -0.697,   1.452e-03,      0.2234
 423,   2.132e+00,  -1.078e+01,   1.600e+00,      -0.022,      -0.712,      -0.702,   1.979e-03,      0.2158
 424,   2.098e+00,  -1.078e+01,   1.600e+00,       0.000,      -0.707,      -0.708,   2.455e-03,      0.2058
 425,   2.057e+00,  -1.078e+01,   1.600e+00,       0.031,      -0.698,      -0.716,   2.870e-03,      0.1937
 426,   2.010e+00,  -1.078e+01,   1.597e+00,       0.076,      -0.682,      -0.727,   3.219e-03,      0.1643
 427,   1.959e+00,  -1.079e+01,   1.594e+00,       0.097,      -0.674,      -0.732,   3.495e-03,      0.1094
 428,   1.904e+00,  -1.079e+01,   1.589e+00,       0.102,      -0.672,      -0.734,   3.685e-03,      0.0468
 429,   1.847e+00,  -1.079e+01,   1.584e+00,       0.094,      -0.676,      -0.731,   3.784e-03,     -0.0173
 430,   1.789e+00,  -1.079e+01,   1.580e+00,       0.073,      -0.686,      -0.724,   3.791e-03,     -0.0768
 431,   1.732e+00,  -1.080e+01,   1.578e+00,       0.034,      -0.706,      -0.708,   3.709e-03,     -0.1116
 432,   1.677e+00,  -1.080e+01,   1.577e+00,       0.001,      -0.722,      -0.692,   3.539e-03,     -0.1141
 433,   1.626e+00,  -1.080e+01,   1.577e+00,      -0.022,      -0.734,      -0.679,   3.279e-03,     -0.1052
 434,   1.579e+00,  -1.080e+01,   1.579e+00,      -0.046,      -0.746,      -0.665,   2.938e-03,     -0.0954
 435,   1.538e+00,  -1.079e+01,   1.581e+00,      -0.074,      -0.760,      -0.646,   2.527e-03,     -0.0829
 436,   1.504e+00,  -1.079e+01,   1.583e+00,      -0.111,      -0.778,      -0.619,   2.057e-03,     -0.0708
 437,   1.478e+00,  -1.079e+01,   1.587e+00,      -0.182,      -0.807,      -0.562,   1.554e-03,     -0.0605
 438,   1.460e+00,  -1.079e+01,   1.591e+00,      -0.356,      -0.851,      -0.386,   1.088e-03,      0.0589
 439,   1.451e+00,  -1.078e+01,   1.597e+00,      -0.639,      -0.767,       0.061,   7.588e-04,      0.4067
 440,   1.451e+00,  -1.078e+01,   1.603e+00,      -0.714,      -0.292,       0.636,   8.123e-04,      0.3695
 441,   1.460e+00,  -1.077e+01,   1.611e+00,      -0.552,       0.103,       0.828,   1.168e-03,     -0.0635
 442,   1.478e+00,  -1.077e+01,   1.620e+00,      -0.417,       0.301,       0.858,   1.610e-03,     -0.2896
 443,   1.504e+00,  -1.076e+01,   1.628e+00,      -0.326,       0.408,       0.853,   2.057e-03,     -0.4190
 444,   1.538e+00,  -1.076e+01,   1.637e+00,      -0.252,       0.482,       0.839,   2.467e-03,     -0.5164
 445,   1.579e+00,  -1.075e+01,   1.644e+00,      -0.192,       0.535,       0.823,   2.832e-03,     -0.5852
 446,   1.626e+00,  -1.075e+01,   1.651e+00,      -0.133,       0.580,       0.803,   3.136e-03,     -0.6387
 447,   1.677e+00,  -1.074e+01,   1.655e+00,      -0.080,       0.617,       0.783,   3.379e-03,     -0.6780
 448,   1.732e+00,  -1.074e+01,   1.657e+00,      -0.016,       0.655,       0.755,   3.557e-03,     -0.6927
 449,   1.789e+00,  -1.074e+01,   1.657e+00,       0.050,       0.687,       0.725,   3.674e-03,     -0.6446
 450,   1.847e+00,  -1.074e+01,   1.653e+00,       0.101,       0.707,       0.699,   3.714e-03,     -0.5546
 451,   1.904e+00,  -1.075e+01,   1.647e+00,       0.141,       0.720,       0.679,   3.666e-03,     -0.4553
 452,   1.959e+00,  -1.075e+01,   1.640e+00,       0.173,       0.728,       0.663,   3.525e-03,     -0.3581
 453,   2.010e+00,  -1.076e+01,   1.631e+00,       0.203,       0.734,       0.649,   3.295e-03,     -0.2605
 454,   2.057e+00,  -1.077e+01,   1.623e+00,       0.236,       0.738,       0.633,   2.983e-03,     -0.1363
 455,   2.098e+00,  -1.077e+01,   1.614e+00,       0.243,       0.738,       0.629,   2.563e-03,     -0.0107
 456,   2.132e+00,  -1.078e+01,   1.607e+00,       0.227,       0.737,       0.637,   2.056e-03,      0.0847
 457,   2.158e+00,  -1.078e+01,   1.602e+00,       0.198,       0.735,       0.648,   1.495e-03,      0.1524
 458,   2.176e+00,  -1.078e+01,   1.599e+00,       0.160,       0.732,       0.662,   9.040e-04,      0.1977
 459,   2.185e+00,  -1.078e+01,   1.598e+00,       0.128,       0.729,       0.673,   3.018e-04,      0.2192
Strip 12
 460,   2.165e+00,  -1.073e+01,   1.551e+00,      -0.081,      -0.723,      -0.686,   3.315e-04,      0.2198
 461,   2.155e+00,  -1.073e+01,   1.551e+00,      -0.062,      -0.720,      -0.691,   9.836e-04,      0.2228
 462,   2.136e+00,  -1.073e+01,   1.552e+00,      -0.041,      -0.716,      -0.697,   1.608e-03,      0.2244
 463,   2.109e+00,  -1.073e+01,   1.553e+00,      -0.022,      -0.712,      -0.702,   2.190e-03,      0.2172
 464,   2.073e+00,  -1.073e+01,   1.553e+00,       0.000,      -0.707,      -0.708,   2.717e-03,      0.2074
 465,   2.030e+00,  -1.073e+01,   1.552e+00,       0.031,      -0.698,      -0.716,   3.176e-03,      0.1954
 466,   1.980e+00,  -1.074e+01,   1.550e+00,       0.076,      -0.682,      -0.727,   3.560e-03,      0.1661
 467,   1.926e+00,  -1.074e+01,   1.546e+00,       0.097,      -0.674,      -0.732,   3.864e-03,      0.1111
 468,   1.868e+00,  -1.074e+01,   1.541e+00,       0.102,      -0.672,      -0.734,   4.074e-03,      0.0483
 469,   1.808e+00,  -1.074e+01,   1.536e+00,       0.094,      -0.676,      -0.731,   4.184e-03,     -0.0162
 470,   1.747e+00,  -1.075e+01,   1.532e+00,       0.073,      -0.686,      -0.724,   4.192e-03,     -0.0762
 471,   1.687e+00,  -1.075e+01,   1.529e+00,       0.034,      -0.706,      -0.708,   4.104e-03,     -0.1115
 472,   1.629e+00,  -1.075e+01,   1.528e+00,       0.001,      -0.722,      -0.692,   3.917e-03,     -0.1145
 473,   1.574e+00,  -1.075e+01,   1.528e+00,      -0.022,      -0.734,      -0.679,   3.631e-03,     -0.1065
 474,   1.525e+00,  -1.075e+01,   1.530e+00,      -0.046,      -0.746,      -0.665,   3.254e-03,     -0.0977
 475,   1.482e+00,  -1.075e+01,   1.532e+00,      -0.074,      -0.760,      -0.646,   2.800e-03,     -0.0867
 476,   1.446e+00,  -1.075e+01,   1.535e+00,      -0.111,      -0.777,      -0.619,   2.281e-03,     -0.0767
 477,   1.418e+00,  -1.074e+01,   1.538e+00,      -0.181,      -0.807,      -0.562,   1.726e-03,     -0.0698
 478,   1.399e+00,  -1.074e+01,   1.543e+00,      -0.354,      -0.851,      -0.388,   1.211e-03,      0.0443
 479,   1.390e+00,  -1.074e+01,   1.549e+00,      -0.635,      -0.771,       0.052,   8.450e-04,      0.3943
 480,   1.390e+00,  -1.073e+01,   1.556e+00,      -0.716,      -0.303,       0.629,   8.962e-04,      0.3833
 481,   1.399e+00,  -1.073e+01,   1.565e+00,      -0.556,       0.096,       0.826,   1.284e-03,     -0.0463
 482,   1.418e+00,  -1.072e+01,   1.574e+00,      -0.420,       0.297,       0.858,   1.771e-03,     -0.2790
 483,   1.446e+00,  -1.071e+01,   1.583e+00,      -0.328,       0.405,       0.853,   2.265e-03,     -0.4132
 484,   1.482e+00,  -1.071e+01,   1.592e+00,      -0.253,       0.481,       0.839,   2.720e-03,     -0.5140
 485,   1.525e+00,  -1.070e+01,   1.601e+00,      -0.193,       0.534,       0.823,   3.124e-03,     -0.5852
 486,   1.574e+00,  -1.070e+01,   1.607e+00,      -0.134,       0.580,       0.803,   3.464e-03,     -0.6406
 487,   1.629e+00,  -1.069e+01,   1.612e+00,      -0.080,       0.617,       0.783,   3.735e-03,     -0.6815
 488,   1.687e+00,  -1.069e+01,   1.614e+00,      -0.016,       0.655,       0.755,   3.936e-03,     -0.6974
 489,   1.747e+00,  -1.069e+01,   1.614e+00,       0.050,       0.687,       0.725,   4.069e-03,     -0.6502
 490,   1.808e+00,  -1.070e+01,   1.610e+00,       0.101,       0.707,       0.699,   4.116e-03,     -0.5607
 491,   1.868e+00,  -1.070e+01,   1.603e+00,       0.141,       0.720,       0.679,   4.064e-03,     -0.4618
 492,   1.926e+00,  -1.071e+01,   1.595e+00,       0.173,       0.728,       0.663,   3.909e-03,     -0.3644
 493,   1.980e+00,  -1.071e+01,   1.587e+00,       0.203,       0.734,       0.649,   3.654e-03,     -0.2660
 494,   2.030e+00,  -1.072e+01,   1.577e+00,       0.235,       0.738,       0.633,   3.308e-03,     -0.1411
 495,   2.073e+00,  -1.072e+01,   1.568e+00,       0.243,       0.738,       0.630,   2.842e-03,     -0.0148
 496,   2.109e+00,  -1.073e+01,   1.560e+00,       0.227,       0.737,       0.637,   2.279e-03,      0.0812
 497,   2.136e+00,  -1.073e+01,   1.555e+00,       0.198,       0.735,       0.648,   1.657e-03,      0.1497
 498,   2.155e+00,  -1.073e+01,   1.552e+00,       0.160,       0.732,       0.662,   1.002e-03,      0.1958
 499,   2.165e+00,  -1.073e+01,   1.551e+00,       0.127,       0.729,       0.673,   3.343e-04,      0.2179
Strip 13
 500,   2.144e+00,  -1.069e+01,   1.501e+00,      -0.081,      -0.723,      -0.686,   3.622e-04,      0.2196
 501,   2.134e+00,  -1.069e+01,   1.502e+00,      -0.062,      -0.720,      -0.691,   1.075e-03,      0.2229
 502,   2.114e+00,  -1.068e+01,   1.503e+00,      -0.041,      -0.716,      -0.697,   1.756e-03,      0.2250
 503,   2.085e+00,  -1.068e+01,   1.503e+00,      -0.022,      -0.712,      -0.702,   2.392e-03,      0.2180
 504,   2.047e+00,  -1.068e+01,   1.504e+00,       0.000,      -0.707,      -0.708,   2.967e-03,      0.2083
 505,   2.002e+00,  -1.068e+01,   1.503e+00,       0.031,      -0.698,      -0.716,   3.468e-03,      0.1965
 506,   1.949e+00,  -1.069e+01,   1.501e+00,       0.076,      -0.682,      -0.727,   3.886e-03,      0.1673
 507,   1.892e+00,  -1.069e+01,   1.496e+00,       0.097,      -0.674,      -0.732,   4.216e-03,      0.1122
 508,   1.831e+00,  -1.069e+01,   1.491e+00,       0.102,      -0.672,      -0.734,   4.444e-03,      0.0489
 509,   1.767e+00,  -1.070e+01,   1.486e+00,       0.094,      -0.676,      -0.731,   4.564e-03,     -0.0160
 510,   1.703e+00,  -1.070e+01,   1.481e+00,       0.073,      -0.686,      -0.724,   4.574e-03,     -0.0765
 511,   1.639e+00,  -1.070e+01,   1.478e+00,       0.034,      -0.706,      -0.708,   4.479e-03,     -0.1124
 512,   1.578e+00,  -1.070e+01,   1.477e+00,       0.001,      -0.722,      -0.692,   4.278e-03,     -0.1161
 513,   1.521e+00,  -1.070e+01,   1.478e+00,      -0.022,      -0.734,      -0.679,   3.966e-03,     -0.1089
 514,   1.469e+00,  -1.070e+01,   1.479e+00,      -0.046,      -0.746,      -0.665,   3.556e-03,     -0.1012
 515,   1.423e+00,  -1.070e+01,   1.481e+00,      -0.074,      -0.760,      -0.646,   3.061e-03,     -0.0918
 516,   1.385e+00,  -1.070e+01,   1.484e+00,      -0.111,      -0.777,      -0.619,   2.495e-03,     -0.0839
 517,   1.356e+00,  -1.069e+01,   1.488e+00,      -0.180,      -0.807,      -0.563,   1.890e-03,     -0.0807
 518,   1.336e+00,  -1.069e+01,   1.493e+00,      -0.352,      -0.851,      -0.391,   1.330e-03,      0.0275
 519,   1.326e+00,  -1.069e+01,   1.500e+00,      -0.631,      -0.775,       0.044,   9.280e-04,      0.3801
 520,   1.326e+00,  -1.068e+01,   1.507e+00,      -0.718,      -0.312,       0.621,   9.759e-04,      0.3965
 521,   1.336e+00,  -1.068e+01,   1.517e+00,      -0.559,       0.090,       0.824,   1.393e-03,     -0.0276
 522,   1.356e+00,  -1.067e+01,   1.526e+00,      -0.423,       0.293,       0.857,   1.922e-03,     -0.2667
 523,   1.385e+00,  -1.066e+01,   1.536e+00,      -0.330,       0.404,       0.854,   2.461e-03,     -0.4059
 524,   1.423e+00,  -1.066e+01,   1.546e+00,      -0.254,       0.480,       0.840,   2.958e-03,     -0.5103
 525,   1.469e+00,  -1.065e+01,   1.555e+00,      -0.193,       0.534,       0.823,   3.402e-03,     -0.5841
 526,   1.521e+00,  -1.065e+01,   1.562e+00,      -0.134,       0.580,       0.804,   3.775e-03,     -0.6414
 527,   1.578e+00,  -1.064e+01,   1.567e+00,      -0.081,       0.617,       0.783,   4.074e-03,     -0.6839
 528,   1.639e+00,  -1.064e+01,   1.570e+00,      -0.016,       0.655,       0.755,   4.297e-03,     -0.7009
 529,   1.703e+00,  -1.064e+01,   1.569e+00,       0.050,       0.687,       0.725,   4.446e-03,     -0.6544
 530,   1.767e+00,  -1.065e+01,   1.565e+00,       0.101,       0.707,       0.699,   4.500e-03,     -0.5654
 531,   1.831e+00,  -1.065e+01,   1.558e+00,       0.141,       0.720,       0.679,   4.445e-03,     -0.4666
 532,   1.892e+00,  -1.066e+01,   1.549e+00,       0.172,       0.728,       0.664,   4.276e-03,     -0.3692
 533,   1.949e+00,  -1.066e+01,   1.540e+00,       0.202,       0.734,       0.649,   3.998e-03,     -0.2705
 534,   2.002e+00,  -1.067e+01,   1.530e+00,       0.235,       0.738,       0.633,   3.619e-03,     -0.1450
 535,   2.047e+00,  -1.067e+01,   1.520e+00,       0.242,       0.738,       0.630,   3.109e-03,     -0.0181
 536,   2.085e+00,  -1.068e+01,   1.512e+00,       0.226,       0.737,       0.637,   2.493e-03,      0.0783
 537,   2.114e+00,  -1.068e+01,   1.506e+00,       0.198,       0.735,       0.649,   1.812e-03,      0.1473
 538,   2.134e+00,  -1.068e+01,   1.503e+00,       0.160,       0.732,       0.662,   1.095e-03,      0.1940
 539,   2.144e+00,  -1.069e+01,   1.501e+00,       0.127,       0.729,       0.673,   3.653e-04,      0.2166
Strip 14
 540,   2.123e+00,  -1.064e+01,   1.450e+00,      -0.081,      -0.723,      -0.686,   3.906e-04,      0.2192
 541,   2.112e+00,  -1.063e+01,   1.451e+00,      -0.062,      -0.720,      -0.691,   1.159e-03,      0.2228
 542,   2.091e+00,  -1.063e+01,   1.452e+00,      -0.041,      -0.716,      -0.697,   1.893e-03,      0.2251
 543,   2.060e+00,  -1.063e+01,   1.453e+00,      -0.022,      -0.712,      -0.702,   2.579e-03,      0.2183
 544,   2.021e+00,  -1.063e+01,   1.453e+00,       0.000,      -0.707,      -0.708,   3.198e-03,      0.2087
 545,   1.973e+00,  -1.063e+01,   1.452e+00,       0.031,      -0.698,      -0.716,   3.737e-03,      0.1970
 546,   1.918e+00,  -1.064e+01,   1.450e+00,       0.076,      -0.682,      -0.727,   4.186e-03,      0.1679
 547,   1.857e+00,  -1.064e+01,   1.445e+00,       0.097,      -0.674,      -0.732,   4.540e-03,      0.1124
 548,   1.793e+00,  -1.064e+01,   1.440e+00,       0.102,      -0.672,      -0.734,   4.786e-03,      0.0488
 549,   1.726e+00,  -1.065e+01,   1.434e+00,       0.094,      -0.675,      -0.731,   4.915e-03,     -0.0166
 550,   1.658e+00,  -1.065e+01,   1.429e+00,       0.073,      -0.686,      -0.724,   4.926e-03,     -0.0776
 551,   1.591e+00,  -1.065e+01,   1.426e+00,       0.034,      -0.706,      -0.708,   4.826e-03,     -0.1141
 552,   1.526e+00,  -1.065e+01,   1.425e+00,       0.001,      -0.722,      -0.692,   4.610e-03,     -0.1185
 553,   1.466e+00,  -1.065e+01,   1.425e+00,      -0.022,      -0.734,      -0.679,   4.276e-03,     -0.1120
 554,   1.411e+00,  -1.065e+01,   1.427e+00,      -0.046,      -0.746,      -0.665,   3.836e-03,     -0.1055
 555,   1.363e+00,  -1.065e+01,   1.429e+00,      -0.074,      -0.760,      -0.646,   3.303e-03,     -0.0977
 556,   1.323e+00,  -1.065e+01,   1.433e+00,      -0.111,      -0.777,      -0.619,   2.694e-03,     -0.0921
 557,   1.292e+00,  -1.064e+01,   1.437e+00,      -0.180,      -0.806,      -0.563,   2.043e-03,     -0.0929
 558,   1.271e+00,  -1.064e+01,   1.442e+00,      -0.350,      -0.851,      -0.393,   1.441e-03,      0.0088
 559,   1.261e+00,  -1.064e+01,   1.449e+00,      -0.628,      -0.778,       0.036,   1.006e-03,      0.3641
 560,   1.261e+00,  -1.063e+01,   1.457e+00,      -0.720,      -0.322,       0.615,   1.049e-03,      0.4090
 561,   1.271e+00,  -1.063e+01,   1.467e+00,      -0.563,       0.084,       0.822,   1.493e-03,     -0.0074
 562,   1.292e+00,  -1.062e+01,   1.477e+00,      -0.425,       0.290,       0.857,   2.061e-03,     -0.2528
 563,   1.323e+00,  -1.061e+01,   1.488e+00,      -0.331,       0.402,       0.854,   2.641e-03,     -0.3975
 564,   1.363e+00,  -1.061e+01,   1.498e+00,      -0.255,       0.479,       0.840,   3.177e-03,     -0.5056
 565,   1.411e+00,  -1.060e+01,   1.508e+00,      -0.194,       0.533,       0.823,   3.657e-03,     -0.5820
 566,   1.466e+00,  -1.060e+01,   1.516e+00,      -0.135,       0.580,       0.804,   4.062e-03,     -0.6414
 567,   1.526e+00,  -1.059e+01,   1.521e+00,      -0.081,       0.617,       0.783,   4.387e-03,     -0.6855
 568,   1.591e+00,  -1.059e+01,   1.524e+00,      -0.016,       0.655,       0.755,   4.631e-03,     -0.7037
 569,   1.658e+00,  -1.059e+01,   1.523e+00,       0.050,       0.687,       0.725,   4.795e-03,     -0.6579
 570,   1.726e+00,  -1.059e+01,   1.518e+00,       0.101,       0.707,       0.699,   4.855e-03,     -0.5694
 571,   1.793e+00,  -1.060e+01,   1.511e+00,       0.140,       0.720,       0.680,   4.797e-03,     -0.4706
 572,   1.857e+00,  -1.060e+01,   1.502e+00,       0.172,       0.728,       0.664,   4.615e-03,     -0.3732
 573,   1.918e+00,  -1.061e+01,   1.492e+00,       0.202,       0.734,       0.649,   4.316e-03,     -0.2743
 574,   1.973e+00,  -1.062e+01,   1.481e+00,       0.235,       0.738,       0.633,   3.907e-03,     -0.1483
 575,   2.021e+00,  -1.062e+01,   1.470e+00,       0.242,       0.738,       0.630,   3.356e-03,     -0.0210
 576,   2.060e+00,  -1.063e+01,   1.462e+00,       0.226,       0.737,       0.637,   2.690e-03,      0.0759
 577,   2.091e+00,  -1.063e+01,   1.456e+00,       0.198,       0.735,       0.649,   1.955e-03,      0.1452
 578,   2.112e+00,  -1.063e+01,   1.452e+00,       0.160,       0.732,       0.662,   1.181e-03,      0.1924
 579,   2.123e+00,  -1.064e+01,   1.451e+00,       0.127,       0.729,       0.673,   3.940e-04,      0.2153
Strip 15
 580,   2.101e+00,  -1.058e+01,   1.399e+00,      -0.081,      -0.723,      -0.686,   4.157e-04,      0.2187
 581,   2.090e+00,  -1.058e+01,   1.400e+00,      -0.062,      -0.720,      -0.691,   1.233e-03,      0.2224
